in_port,eth_dst,out_port,packet_count,byte_count,switch,user_id,instance_id,stage_id,functionality,application_name,role,timestamp
3,00:00:00:00:00:04,4,498,751506,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:01,3,5,3698,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:02,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:03,1,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:06,2,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:07,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:08,5,4,3656,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
5,00:00:00:00:00:04,4,1068,1613346,1,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
1,00:00:00:00:00:02,5,6,3740,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
1,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
1,00:00:00:00:00:08,4,3,3066,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
2,00:00:00:00:00:02,5,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
2,00:00:00:00:00:07,3,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
2,00:00:00:00:00:08,4,4,3656,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
3,00:00:00:00:00:04,2,1068,1613346,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
3,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:04,2,372,560994,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
4,00:00:00:00:00:05,1,498,751506,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
5,00:00:00:00:00:04,2,249,375018,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
5,00:00:00:00:00:05,1,334,503538,2,aaltosea1,p260,controller,sdn-network-control,sdn-simulation,network-controller,1728999215.0919108
